date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:21:47	85307/85307	U--MC-	200	updated ('OK')	text/html	date:Thu,%2005%20Jun%202025%2007:19:00%20GMT	http://www.aep.ng/asset-financing/	C:/My%20Web%20Sites/aep/www.aep.ng/asset-financing/index.html	(from http://www.aep.ng/)
08:21:48	85588/85588	U--MC-	200	updated ('OK')	text/html	date:Thu,%2005%20Jun%202025%2007:19:01%20GMT	http://www.aep.ng/man-power-training/	C:/My%20Web%20Sites/aep/www.aep.ng/man-power-training/index.html	(from http://www.aep.ng/)
08:21:53	85468/85468	U--MC-	200	updated ('OK')	text/html	date:Thu,%2005%20Jun%202025%2007:19:17%20GMT	http://www.aep.ng/drilling/	C:/My%20Web%20Sites/aep/www.aep.ng/drilling/index.html	(from http://www.aep.ng/)
08:21:53	85466/85466	U--MC-	200	updated ('OK')	text/html	date:Thu,%2005%20Jun%202025%2007:19:04%20GMT	http://www.aep.ng/engineering-construction-procurement/	C:/My%20Web%20Sites/aep/www.aep.ng/engineering-construction-procurement/index.html	(from http://www.aep.ng/)
08:21:58	101421/101421	U--MC-	200	updated ('OK')	text/html	date:Thu,%2005%20Jun%202025%2007:19:42%20GMT	http://www.aep.ng/partners/	C:/My%20Web%20Sites/aep/www.aep.ng/partners/index.html	(from http://www.aep.ng/)
08:21:58	1601691/1601691	U-----	200	untouched ('')	image/jpeg	date:Thu,%2005%20Mar%202020%2005:27:49%20GMT	http://www.aep.ng/wp-content/uploads/2020/03/Oil-and-Gas-3.jpg	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/uploads/2020/03/Oil-and-Gas-3.jpg	(from http://www.aep.ng/)
08:21:59	1740358/1740358	U-----	200	untouched ('')	image/jpeg	date:Thu,%2005%20Mar%202020%2005:26:53%20GMT	http://www.aep.ng/wp-content/uploads/2020/03/Oil-and-Gas-4.jpg	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/uploads/2020/03/Oil-and-Gas-4.jpg	(from http://www.aep.ng/)
08:21:59	286085/286085	U-----	200	untouched ('')	image/jpeg	date:Thu,%2005%20Mar%202020%2005:25:31%20GMT	http://www.aep.ng/wp-content/uploads/2020/03/matthew-henry-yETqkLnhsUI-unsplash-scaled.jpg	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/uploads/2020/03/matthew-henry-yETqkLnhsUI-unsplash-scaled.jpg	(from http://www.aep.ng/)
08:22:00	2506404/2506404	U-----	200	untouched ('')	image/png	date:Wed,%2011%20Mar%202020%2013:38:00%20GMT	http://www.aep.ng/wp-content/uploads/2020/03/AEP-1.png	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/uploads/2020/03/AEP-1.png	(from http://www.aep.ng/)
08:22:00	1651583/1651583	U-----	200	untouched ('')	image/jpeg	date:Thu,%2005%20Mar%202020%2012:06:36%20GMT	http://www.aep.ng/wp-content/uploads/2020/03/Oil-Ready.jpg	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/uploads/2020/03/Oil-Ready.jpg	(from http://www.aep.ng/)
08:22:01	1914561/1914561	U-----	200	untouched ('')	image/jpeg	date:Thu,%2005%20Mar%202020%2012:08:04%20GMT	http://www.aep.ng/wp-content/uploads/2020/03/Power-Ready.jpg	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/uploads/2020/03/Power-Ready.jpg	(from http://www.aep.ng/)
08:22:01	1623617/1623617	U-----	200	untouched ('')	image/jpeg	date:Sun,%2008%20Mar%202020%2023:06:17%20GMT	http://www.aep.ng/wp-content/uploads/2020/03/4.-Man-Power.jpg	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/uploads/2020/03/4.-Man-Power.jpg	(from http://www.aep.ng/)
08:22:02	1882575/1882575	U-----	200	untouched ('')	image/jpeg	date:Fri,%2006%20Mar%202020%2012:30:40%20GMT	http://www.aep.ng/wp-content/uploads/2020/03/money-Ready3.jpg	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/uploads/2020/03/money-Ready3.jpg	(from http://www.aep.ng/)
08:22:03	85836/85836	U--MC-	200	updated ('OK')	text/html	date:Thu,%2005%20Jun%202025%2007:19:41%20GMT	http://www.aep.ng/pipeline-construction-supply/	C:/My%20Web%20Sites/aep/www.aep.ng/pipeline-construction-supply/index.html	(from http://www.aep.ng/)
08:22:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Jun%202025%2007:19:55%20GMT	http://www.aep.ng/engineering-construction/	C:/My%20Web%20Sites/aep/www.aep.ng/engineering-construction/index.html	(from http://www.aep.ng/)
08:22:04	1119062/1119062	U-----	200	untouched ('')	image/jpeg	date:Sun,%2008%20Mar%202020%2023:06:37%20GMT	http://www.aep.ng/wp-content/uploads/2020/03/5.-Engineering-construction-main.jpg	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/uploads/2020/03/5.-Engineering-construction-main.jpg	(from http://www.aep.ng/)
08:22:04	1167123/1167123	U-----	200	untouched ('')	image/jpeg	date:Sun,%2008%20Mar%202020%2023:06:52%20GMT	http://www.aep.ng/wp-content/uploads/2020/03/6.-Drilling-main.jpg	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/uploads/2020/03/6.-Drilling-main.jpg	(from http://www.aep.ng/)
08:22:05	1147769/1147769	U-----	200	untouched ('')	image/jpeg	date:Sun,%2008%20Mar%202020%2023:07:09%20GMT	http://www.aep.ng/wp-content/uploads/2020/03/7.-Pipeline-construction-main.jpg	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/uploads/2020/03/7.-Pipeline-construction-main.jpg	(from http://www.aep.ng/)
08:22:05	15228/15228	U-----	200	untouched ('')	image/png	date:Mon,%2016%20Mar%202020%2012:30:06%20GMT	http://www.aep.ng/wp-content/uploads/2020/03/4.-Belbadi-115x75.png	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/uploads/2020/03/4.-Belbadi-115x75.png	(from http://www.aep.ng/)
08:22:05	15884/15884	U-----	200	untouched ('')	image/png	date:Mon,%2016%20Mar%202020%2012:18:32%20GMT	http://www.aep.ng/wp-content/uploads/2020/03/2.-Pics-115x75.png	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/uploads/2020/03/2.-Pics-115x75.png	(from http://www.aep.ng/)
08:22:05	15829/15829	U-----	200	untouched ('')	image/png	date:Mon,%2016%20Mar%202020%2012:15:42%20GMT	http://www.aep.ng/wp-content/uploads/2020/03/1.Horizon-115x75.png	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/uploads/2020/03/1.Horizon-115x75.png	(from http://www.aep.ng/)
08:22:06	16501/16501	U-----	200	untouched ('')	image/png	date:Mon,%2016%20Mar%202020%2012:43:08%20GMT	http://www.aep.ng/wp-content/uploads/2020/03/3.Westford-115x75.png	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/uploads/2020/03/3.Westford-115x75.png	(from http://www.aep.ng/)
08:22:06	19718/19718	U-----	200	untouched ('')	image/png	date:Mon,%2016%20Mar%202020%2012:43:42%20GMT	http://www.aep.ng/wp-content/uploads/2020/03/5.-Alsa-115x75.png	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/uploads/2020/03/5.-Alsa-115x75.png	(from http://www.aep.ng/)
08:22:07	4702/4702	U-----	200	untouched ('')	image/jpeg	date:Thu,%2005%20Mar%202020%2013:08:31%20GMT	http://www.aep.ng/wp-content/uploads/2020/03/AEPicon2.jpg	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/uploads/2020/03/AEPicon2.jpg	(from http://www.aep.ng/)
08:22:07	14440/14440	U-----	200	untouched ('')	application/javascript	date:Thu,%2005%20Mar%202020%2005:47:31%20GMT	http://www.aep.ng/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.1.6	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/plugins/contact-form-7/includes/js/scriptsb62d.js	(from http://www.aep.ng/)
08:22:07	92858/92858	U--MC-	200	updated ('OK')	text/html	date:Thu,%2005%20Jun%202025%2007:19:47%20GMT	http://www.aep.ng/contact-us/	C:/My%20Web%20Sites/aep/www.aep.ng/contact-us/index.html	(from http://www.aep.ng/)
08:22:07	6827/6827	U-----	200	untouched ('')	application/javascript	date:Thu,%2015%20Apr%202021%2019:08:43%20GMT	http://www.aep.ng/wp-includes/js/jquery/ui/widget.min.js?ver=1.11.4	C:/My%20Web%20Sites/aep/www.aep.ng/wp-includes/js/jquery/ui/widget.mine899.js	(from http://www.aep.ng/)
08:22:08	24828/24828	U-----	200	untouched ('')	application/javascript	date:Thu,%2015%20Apr%202021%2019:08:43%20GMT	http://www.aep.ng/wp-includes/js/jquery/ui/sortable.min.js?ver=1.11.4	C:/My%20Web%20Sites/aep/www.aep.ng/wp-includes/js/jquery/ui/sortable.mine899.js	(from http://www.aep.ng/)
08:22:08	3142/3142	U-----	200	untouched ('')	application/javascript	date:Thu,%2015%20Apr%202021%2019:08:43%20GMT	http://www.aep.ng/wp-includes/js/jquery/ui/mouse.min.js?ver=1.11.4	C:/My%20Web%20Sites/aep/www.aep.ng/wp-includes/js/jquery/ui/mouse.mine899.js	(from http://www.aep.ng/)
08:22:08	3929/3929	U-----	200	untouched ('')	application/javascript	date:Thu,%2015%20Apr%202021%2019:08:43%20GMT	http://www.aep.ng/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4	C:/My%20Web%20Sites/aep/www.aep.ng/wp-includes/js/jquery/ui/core.mine899.js	(from http://www.aep.ng/)
08:22:09	12012/12012	U-----	200	untouched ('')	application/javascript	date:Thu,%2015%20Apr%202021%2019:08:43%20GMT	http://www.aep.ng/wp-includes/js/jquery/ui/tabs.min.js?ver=1.11.4	C:/My%20Web%20Sites/aep/www.aep.ng/wp-includes/js/jquery/ui/tabs.mine899.js	(from http://www.aep.ng/)
08:22:09	8562/8562	U-----	200	untouched ('')	application/javascript	date:Thu,%2015%20Apr%202021%2019:08:43%20GMT	http://www.aep.ng/wp-includes/js/jquery/ui/accordion.min.js?ver=1.11.4	C:/My%20Web%20Sites/aep/www.aep.ng/wp-includes/js/jquery/ui/accordion.mine899.js	(from http://www.aep.ng/)
08:22:10	197151/197151	U-----	200	untouched ('')	application/javascript	date:Thu,%2005%20Mar%202020%2005:42:37%20GMT	http://www.aep.ng/wp-content/themes/betheme/js/plugins.js?ver=20.9.7	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/themes/betheme/js/plugins6d7d.js	(from http://www.aep.ng/)
08:22:10	1896/1896	U-----	200	untouched ('')	application/javascript	date:Thu,%2005%20Mar%202020%2005:57:27%20GMT	http://www.aep.ng/wp-content/themes/betheme/assets/animations/animations.min.js?ver=20.9.7	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/themes/betheme/assets/animations/animations.min6d7d.js	(from http://www.aep.ng/)
08:22:10	2449/2449	U-----	200	untouched ('')	application/javascript	date:Thu,%2005%20Mar%202020%2005:42:37%20GMT	http://www.aep.ng/wp-content/themes/betheme/js/menu.js?ver=20.9.7	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/themes/betheme/js/menu6d7d.js	(from http://www.aep.ng/)
08:22:10	89884/89884	U--MC-	200	updated ('OK')	text/html	date:Thu,%2005%20Jun%202025%2007:19:47%20GMT	http://www.aep.ng/careers/	C:/My%20Web%20Sites/aep/www.aep.ng/careers/index.html	(from http://www.aep.ng/)
08:22:11	6704/6704	U-----	200	untouched ('')	application/javascript	date:Thu,%2005%20Mar%202020%2005:55:43%20GMT	http://www.aep.ng/wp-content/themes/betheme/js/parallax/translate3d.js?ver=20.9.7	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/themes/betheme/js/parallax/translate3d6d7d.js	(from http://www.aep.ng/)
08:22:11	52702/52702	U-----	200	untouched ('')	application/javascript	date:Thu,%2005%20Mar%202020%2005:57:17%20GMT	http://www.aep.ng/wp-content/themes/betheme/assets/jplayer/jplayer.min.js?ver=20.9.7	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/themes/betheme/assets/jplayer/jplayer.min6d7d.js	(from http://www.aep.ng/)
08:22:11	77162/77162	U-----	200	untouched ('')	application/javascript	date:Thu,%2005%20Mar%202020%2005:42:36%20GMT	http://www.aep.ng/wp-content/themes/betheme/js/scripts.js?ver=20.9.7	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/themes/betheme/js/scripts6d7d.js	(from http://www.aep.ng/)
08:22:12	1443/1443	U-----	200	untouched ('')	application/javascript	date:Tue,%2016%20May%202023%2018:58:11%20GMT	http://www.aep.ng/wp-includes/js/wp-embed.min.js?ver=5.3.18	C:/My%20Web%20Sites/aep/www.aep.ng/wp-includes/js/wp-embed.min4109.js	(from http://www.aep.ng/)
08:22:12	4008/4008	U-----	200	untouched ('')	image/png	date:Thu,%2005%20Mar%202020%2006:10:49%20GMT	http://www.aep.ng/wp-content/plugins/LayerSlider/static/layerslider/img/icon-muted-white.png	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/plugins/LayerSlider/static/layerslider/img/icon-muted-white.png	(from http://www.aep.ng/wp-content/plugins/LayerSlider/static/layerslider/css/layerslider.css?ver=6.10.2)
08:22:12	8784/8784	U-----	200	untouched ('')	image/png	date:Thu,%2005%20Mar%202020%2006:10:47%20GMT	http://www.aep.ng/wp-content/plugins/LayerSlider/static/layerslider/img/icon-unmuted-white.png	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/plugins/LayerSlider/static/layerslider/img/icon-unmuted-white.png	(from http://www.aep.ng/wp-content/plugins/LayerSlider/static/layerslider/css/layerslider.css?ver=6.10.2)
08:22:12	847/847	U-----	200	untouched ('')	image/gif	date:Thu,%2005%20Mar%202020%2005:14:22%20GMT	http://www.aep.ng/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from http://www.aep.ng/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.1.6)
08:22:13	12136/12136	U-----	200	untouched ('')	application/vnd.ms-fontobject	date:Thu,%2005%20Mar%202020%2006:18:35%20GMT	http://www.aep.ng/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.eot?5510888	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.eot	(from http://www.aep.ng/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.8)
08:22:14	7536/7536	U-----	200	untouched ('')	font/woff	date:Thu,%2005%20Mar%202020%2006:18:37%20GMT	http://www.aep.ng/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.woff?5510888	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.woff	(from http://www.aep.ng/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.8)
08:22:14	11968/11968	U-----	200	untouched ('')	font/ttf	date:Thu,%2005%20Mar%202020%2006:18:37%20GMT	http://www.aep.ng/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.ttf?5510888	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.ttf	(from http://www.aep.ng/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.8)
08:22:14	13532/13532	U-----	200	untouched ('OK')	image/svg+xml	date:Thu,%2005%20Mar%202020%2006:18:40%20GMT	http://www.aep.ng/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.svg?5510888	C:/My%20Web%20Sites/aep/www.aep.ng/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.svg	(from http://www.aep.ng/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.1.8)
